,대여,반납
585,1.9001663746514756,2.187930513794448
589,2.076153659932198,1.7295100693608536
3515,1.5162938734890774,2.1458989896522636
3548,1.051798737910226,0.9545716945461669
3552,1.0438778499330224,1.076462029688115
3559,1.4959384710184538,1.552330467410015
4353,0.9723169414318527,0.8974111994069364
4373,1.079735844009114,1.122318770570703
4389,0.46754276267990025,0.5820025269542852
