,대여,반납
585,2.262477130675681,2.1834248955301105
589,2.809231396606524,2.8703306288514088
3515,1.0472285428601578,0.998473152261096
3548,1.6692460872482136,1.446377746992831
3552,0.7376317672073756,0.699193404618903
3559,1.7618573381243898,1.7505737116251208
4353,1.5244603705659232,1.480073574351759
4373,1.7628875013461136,2.0008705598295213
4389,0.4438190520491735,0.4442800325237475
